name,link,year_from,year_to,college,first,last,nbaID,bbrID
Earl Watson,/players/w/watsoea01.html,2002,2014,"University of California, Los Angeles",Watson,Earl,2248,watsoea01
Jamie Watson,/players/w/watsoja01.html,1995,1999,University of South Carolina,Watson,Jamie,320,watsoja01
Slick Watts,/players/w/wattssl01.html,1974,1979,Xavier University of Louisiana,Watts,Slick,78473,wattssl01
Maalik Wayns,/players/w/waynsma01.html,2013,2014,Villanova University,Wayns,Maalik,203146,waynsma01
David Wear,/players/w/wearda01.html,2015,2015,"University of California, Los Angeles",Wear,David,204033,wearda01
Travis Wear,/players/w/weartr01.html,2015,2015,"University of California, Los Angeles",Wear,Travis,204037,weartr01
Clarence Weatherspoon,/players/w/weathcl01.html,1993,2005,University of Southern Mississippi,,,,weathcl01
Nick Weatherspoon,/players/w/weathni01.html,1974,1980,University of Illinois at Urbana-Champaign,Weatherspoon,Nick,78475,weathni01
Kyle Weaver,/players/w/weaveky01.html,2009,2011,Washington State University,Weaver,Kyle,201602,weaveky01
Marcus Webb,/players/w/webbma01.html,1993,1993,University of Alabama,Webb,Marcus,78478,webbma01
Spud Webb,/players/w/webbsp01.html,1986,1998,North Carolina State University,Webb,Spud,892,webbsp01
Chris Webber,/players/w/webbech01.html,1994,2008,University of Michigan,Webber,Chris,185,webbech01
Briante Weber,/players/w/weberbr01.html,2016,2017,Virginia Commonwealth University,Weber,Briante,1627362,weberbr01
Jeff Webster,/players/w/webstje01.html,1996,1996,University of Oklahoma,Webster,Jeff,1067,webstje01
Martell Webster,/players/w/webstma02.html,2006,2015,,Webster,Martell,101110,webstma02
Marvin Webster,/players/w/webstma01.html,1976,1987,Morgan State University,Webster,Marvin,78481,webstma01
Scott Wedman,/players/w/wedmasc01.html,1975,1987,University of Colorado,Wedman,Scott,78482,wedmasc01
Sonny Weems,/players/w/weemsso01.html,2009,2016,University of Arkansas,Weems,Sonny,201603,weemsso01
Brant Weidner,/players/w/weidnbr01.html,1984,1984,College of William & Mary,Weidner,Brant,78484,weidnbr01
Bob Weiss,/players/w/weissbo01.html,1966,1977,Pennsylvania State University,Weiss,Bob,78485,weissbo01
Bonzi Wells,/players/w/wellsbo01.html,1999,2008,Ball State University,Wells,Bonzi,1719,wellsbo01
Bubba Wells,/players/w/wellsbu01.html,1998,1998,Austin Peay State University,Wells,Bubba,1528,wellsbu01
Chris Welp,/players/w/welpch01.html,1988,1990,University of Washington,Welp,Chris,1846,welpch01
Jiri Welsch,/players/w/welscji01.html,2003,2006,,Welsch,Jiri,2412,welscji01
Bill Wennington,/players/w/wennibi01.html,1986,2000,St. John's University,Wennington,Bill,82,wennibi01
Matt Wenstrom,/players/w/wenstma01.html,1994,1994,University of North Carolina,Wenstrom,Matt,78492,wenstma01
Robert Werdann,/players/w/werdaro01.html,1993,1997,St. John's University,Werdann,Robert,438,werdaro01
David Wesley,/players/w/wesleda01.html,1994,2007,Baylor University,Wesley,David,133,wesleda01
David West,/players/w/westda01.html,2004,2017,Xavier University,West,David,2561,westda01
Delonte West,/players/w/westde01.html,2005,2012,Saint Joseph's University,West,Delonte,2753,westde01
Doug West,/players/w/westdo01.html,1990,2001,Villanova University,West,Doug,28,westdo01
Mario West,/players/w/westma02.html,2008,2011,Georgia Institute of Technology,West,Mario,201238,westma02
Mark West,/players/w/westma01.html,1984,2000,Old Dominion University,West,Mark,770,westma01
Russell Westbrook,/players/w/westbru01.html,2009,2017,"University of California, Los Angeles",Westbrook,Russell,201566,westbru01
Paul Westphal,/players/w/westppa01.html,1973,1984,University of Southern California,Westphal,Paul,78500,westppa01
Robert Whaley,/players/w/whalero01.html,2006,2006,Walsh University,Whaley,Robert,101156,whalero01
Ennis Whatley,/players/w/whatlen01.html,1984,1997,University of Alabama,Whatley,Ennis,941,whatlen01
DeJuan Wheat,/players/w/wheatde01.html,1998,1999,University of Louisville,Wheat,DeJuan,1545,wheatde01
Clinton Wheeler,/players/w/wheelcl01.html,1988,1989,William Paterson University,Wheeler,Clinton,78504,wheelcl01
Tyson Wheeler,/players/w/wheelty01.html,1999,1999,University of Rhode Island,Wheeler,Tyson,1755,wheelty01
D.J. White,/players/w/whitedj01.html,2009,2014,Indiana University,White,DJ,201591,whitedj01
Eric White,/players/w/whiteer01.html,1988,1989,Pepperdine University,White,Eric,78507,whiteer01
Jahidi White,/players/w/whiteja01.html,1999,2005,Georgetown University,White,Jahidi,1751,whiteja01
James White,/players/w/whiteja02.html,2007,2013,University of Cincinnati,White,James,200778,whiteja02
Jo Jo White,/players/w/whitejo01.html,1970,1981,University of Kansas,White,Jojo,78510,whitejo01
Okaro White,/players/w/whiteok01.html,2017,2017,Florida State University,White,Okaro,1627855,whiteok01
Randy White,/players/w/whitera01.html,1990,1994,Louisiana Tech University,White,Randy,1839,whitera01
Rodney White,/players/w/whitero02.html,2002,2005,University of North Carolina at Charlotte,White,Rodney,2206,whitero02
Rory White,/players/w/whitero01.html,1983,1987,University of South Alabama,White,Rory,78512,whitero01
Royce White,/players/w/whitero03.html,2014,2014,Iowa State University,White,Royce,203091,whitero03
Rudy White,/players/w/whiteru01.html,1976,1981,Arizona State University,White,Rudy,78513,whiteru01
Tony White,/players/w/whiteto01.html,1988,1988,University of Tennessee,White,Tony,78514,whiteto01
Willie White,/players/w/whitewi01.html,1985,1986,University of Tennessee at Chattanooga,White,Willie,78515,whitewi01
Isaiah Whitehead,/players/w/whiteis01.html,2017,2017,Seton Hall University,Whitehead,Isaiah,1627785,whiteis01
Jerome Whitehead,/players/w/whiteje01.html,1979,1989,Marquette University,Whitehead,Jerome,78516,whiteje01
Donald Whiteside,/players/w/whitedo01.html,1997,1998,Northern Illinois University,Whiteside,Donald,1126,whitedo01
Hassan Whiteside,/players/w/whiteha01.html,2011,2017,Marshall University,Whiteside,Hassan,202355,whiteha01
Dwayne Whitfield,/players/w/whitfdw01.html,1996,1996,Jackson State University,Whitfield,Dwayne,730,whitfdw01
Chris Whitney,/players/w/whitnch01.html,1994,2004,Clemson University,Whitney,Chris,43,whitnch01
Hawkeye Whitney,/players/w/whitnha02.html,1981,1982,North Carolina State University,,,,whitnha02
Shayne Whittington,/players/w/whittsh01.html,2015,2016,Western Michigan University,Whittington,Shayne,203963,whittsh01
Sidney Wicks,/players/w/wickssi01.html,1972,1981,"University of California, Los Angeles",Wicks,Sidney,78520,wickssi01
Andrew Wiggins,/players/w/wiggian01.html,2015,2017,University of Kansas,Wiggins,Andrew,203952,wiggian01
Mitchell Wiggins,/players/w/wiggimi01.html,1984,1992,Florida State University,Wiggins,Mitchell,78523,wiggimi01
C.J. Wilcox,/players/w/wilcocj01.html,2015,2017,University of Washington,Wilcox,CJ,203912,wilcocj01
Chris Wilcox,/players/w/wilcoch01.html,2003,2013,University of Maryland,Wilcox,Chris,2404,wilcoch01
Michael Wiley,/players/w/wileymi01.html,1981,1982,"California State University, Long Beach",Wiley,Michael,78527,wileymi01
Morlon Wiley,/players/w/wileymo01.html,1989,1995,"California State University, Long Beach",Wiley,Morlon,78528,wileymo01
Bob Wilkerson,/players/w/wilkebo01.html,1977,1983,Indiana University,Wilkerson,Bob,78531,wilkebo01
Jamaal Wilkes,/players/w/wilkeja01.html,1975,1986,"University of California, Los Angeles",Wilkes,Jamaal,78532,wilkeja01
James Wilkes,/players/w/wilkeja02.html,1981,1983,"University of California, Los Angeles",Wilkes,James,78533,wilkeja02
Damien Wilkins,/players/w/wilkida02.html,2005,2013,University of Georgia,Wilkins,Damien,2863,wilkida02
Dominique Wilkins,/players/w/wilkido01.html,1983,1999,University of Georgia,Wilkins,Dominique,1122,wilkido01
Eddie Lee Wilkins,/players/w/wilkied01.html,1985,1993,Gardner-Webb University,Wilkins,Eddielee,78534,wilkied01
Gerald Wilkins,/players/w/wilkige01.html,1986,1999,University of Tennessee at Chattanooga,Wilkins,Gerald,786,wilkige01
Jeff Wilkins,/players/w/wilkije01.html,1981,1986,Illinois State University,Wilkins,Jeff,78537,wilkije01
Dale Wilkinson,/players/w/wilkida01.html,1985,1985,Idaho State University,Wilkinson,Dale,78538,wilkida01
Mike Wilks,/players/w/wilksmi01.html,2003,2010,Rice University,Wilks,Mike,2366,wilksmi01
Aaron Williams,/players/w/williaa01.html,1994,2008,Xavier University,Williams,Aaron,1425,williaa01
Alan Williams,/players/w/willial03.html,2016,2017,"University of California, Santa Barbara",Williams,Alan,1626210,willial03
Alvin Williams,/players/w/willial02.html,1998,2007,Villanova University,Williams,Alvin,1541,willial02
Brandon Williams,/players/w/willibr01.html,1998,2003,Davidson College,Williams,Brandon,1585,willibr01
Buck Williams,/players/w/willibu01.html,1982,1998,University of Maryland,Williams,Buck,433,willibu01
Chuck Williams,/players/w/willich02.html,1971,1978,University of Colorado,Williams,Chuck,78547,willich02
Chuckie Williams,/players/w/willich03.html,1977,1977,Kansas State University,Williams,Chuckie,78541,willich03
Corey Williams,/players/w/willico01.html,1993,1994,Oklahoma State University,Williams,Corey,101258,willico01
Deron Williams,/players/w/willide01.html,2006,2017,University of Illinois at Urbana-Champaign,Williams,Deron,101114,willide01
Derrick Williams,/players/w/willide02.html,2012,2017,University of Arizona,Williams,Derrick,202682,willide02
Duck Williams,/players/w/willidu01.html,1980,1980,University of Notre Dame,,,,willidu01
Earl Williams,/players/w/williea01.html,1975,1979,Winston-Salem State University,Williams,Earl,78546,williea01
Elliot Williams,/players/w/williel01.html,2012,2016,University of Memphis,Williams,Elliot,202343,williel01
Eric Williams,/players/w/willier01.html,1996,2007,Providence College,Williams,Eric,677,willier01
Frank Williams,/players/w/willifr02.html,2003,2005,University of Illinois at Urbana-Champaign,Williams,Frank,2421,willifr02
Freeman Williams,/players/w/willifr01.html,1979,1986,Portland State University,Williams,Freeman,78548,willifr01
Gus Williams,/players/w/willigu01.html,1976,1987,University of Southern California,Williams,Gus,78549,willigu01
Guy Williams,/players/w/willigu02.html,1985,1986,Washington State University,Williams,Guy,78550,willigu02
Herb Williams,/players/w/willihe01.html,1982,1999,Ohio State University,Williams,Herb,1006,willihe01
Hot Rod Williams,/players/w/williho01.html,1987,1999,Tulane University,Williams,Hot Rod,73,williho01
Jason Williams,/players/w/willija02.html,1999,2011,University of Florida,Williams,Jason,1715,willija02
Jawad Williams,/players/w/willija04.html,2009,2011,University of North Carolina,Williams,Jawad,101214,willija04
Jay Williams,/players/w/willija03.html,2003,2003,Duke University,Williams,Jay,2398,willija03
Jayson Williams,/players/w/willija01.html,1991,1999,St. John's University,Williams,Jayson,420,willija01
Jerome Williams,/players/w/willije01.html,1997,2005,Georgetown University,Williams,Jerome,966,willije01
John Williams,/players/w/willijo02.html,1987,1995,Louisiana State University,Williams,John,78554,willijo02
Jordan Williams,/players/w/willijo03.html,2012,2012,University of Maryland,Williams,Jordan,202716,willijo03
Justin Williams,/players/w/williju01.html,2007,2008,University of Wyoming,Williams,Justin,200818,williju01
Kenny Williams,/players/w/willike03.html,1991,1994,Elizabeth City State University,Williams,Kenny,78555,willike03
Kevin Williams,/players/w/willike01.html,1984,1989,St. John's University,Williams,Kevin,78556,willike01
Lorenzo Williams,/players/w/willilo01.html,1993,2000,Stetson University,Williams,Lorenzo,31,willilo01
Lou Williams,/players/w/willilo02.html,2006,2017,,Williams,Lou,101150,willilo02
Marcus Williams,/players/w/willima03.html,2007,2010,University of Connecticut,Williams,Marcus,200766,willima03
Marcus Williams,/players/w/willima04.html,2008,2009,University of Arizona,Williams,Marcus,201173,willima04
Marvin Williams,/players/w/willima02.html,2006,2017,University of North Carolina,Williams,Marvin,101107,willima02
Micheal Williams,/players/w/willimi02.html,1989,1999,Baylor University,Williams,Micheal,52,willimi02
Mike Williams,/players/w/willimi03.html,1990,1990,Bradley University,Williams,Mike,78558,willimi03
Mo Williams,/players/w/willima01.html,2004,2016,University of Alabama,Williams,Mo,2590,willima01
Monty Williams,/players/w/willimo01.html,1995,2003,University of Notre Dame,Williams,Monty,42,willimo01
Nate Williams,/players/w/willina01.html,1972,1979,Utah State University,Williams,Nate,78561,willina01
Pete Williams,/players/w/willipe01.html,1986,1987,University of Arizona,Williams,Pete,78566,willipe01
Ray Williams,/players/w/willira01.html,1978,1987,University of Minnesota,Williams,Ray,78571,willira01
Reggie Williams,/players/w/willire01.html,1988,1997,Georgetown University,Williams,Reggie,199,willire01
Reggie Williams,/players/w/willire02.html,2010,2017,Virginia Military Institute,Williams,Reggie,202130,willire02
Rickey Williams,/players/w/williri01.html,1983,1983,"California State University, Long Beach",Williams,Rickey,78563,williri01
Rob Williams,/players/w/williro02.html,1983,1984,University of Houston,Williams,Rob,78565,williro02
Sam Williams,/players/w/willisa02.html,1982,1985,Arizona State University,,,,willisa02
Scott Williams,/players/w/willisc01.html,1991,2005,University of North Carolina,Williams,Scott,281,willisc01
Sean Williams,/players/w/willise01.html,2008,2012,Boston College,Williams,Sean,201157,willise01
Shammond Williams,/players/w/willish01.html,1999,2007,University of North Carolina,Williams,Shammond,1742,willish01
Shawne Williams,/players/w/willish03.html,2007,2015,University of Memphis,Williams,Shawne,200761,willish03
Shelden Williams,/players/w/willish02.html,2007,2012,Duke University,Williams,Shelden,200749,willish02
Sly Williams,/players/w/willisl01.html,1980,1986,University of Rhode Island,Williams,Sly,78570,willisl01
Terrence Williams,/players/w/willite01.html,2010,2013,University of Louisville,Williams,Terrence,201944,willite01
Travis Williams,/players/w/willitr01.html,1998,1999,South Carolina State University,Williams,Travis,1576,willitr01
Troy Williams,/players/w/willitr02.html,2017,2017,Indiana University,Williams,Troy,1627786,willitr02
Walt Williams,/players/w/williwa02.html,1993,2003,University of Maryland,Williams,Walt,1005,williwa02
Corliss Williamson,/players/w/willico02.html,1996,2007,University of Arkansas,Williamson,Corliss,722,willico02
John Williamson,/players/w/willijo01.html,1974,1981,New Mexico State University,Williamson,John,78575,willijo01
Kevin Willis,/players/w/willike02.html,1985,2007,Michigan State University,Willis,Kevin,788,willike02
Bill Willoughby,/players/w/willobi01.html,1976,1984,,Willoughby,Bill,78577,willobi01
Dedric Willoughby,/players/w/willode01.html,2000,2000,Iowa State University,Willoughby,Dedric,2000,willode01
Bobby Wilson,/players/w/wilsobo03.html,1975,1978,Wichita State University,Wilson,Bobby,78585,wilsobo03
Bubba Wilson,/players/w/wilsobu01.html,1980,1980,Western Carolina University,,,,wilsobu01
Michael Wilson,/players/w/wilsomi01.html,1984,1987,Marquette University,,,,wilsomi01
Nikita Wilson,/players/w/wilsoni01.html,1988,1988,Louisiana State University,Wilson,Nikita,78582,wilsoni01
Othell Wilson,/players/w/wilsoot01.html,1985,1987,University of Virginia,Wilson,Othell,78578,wilsoot01
Rick Wilson,/players/w/wilsori01.html,1979,1980,University of Louisville,Wilson,Rick,78583,wilsori01
Ricky Wilson,/players/w/wilsori02.html,1988,1988,George Mason University,Wilson,Ricky,78584,wilsori02
Trevor Wilson,/players/w/wilsotr01.html,1991,1996,"University of California, Los Angeles",Wilson,Trevor,1027,wilsotr01
Kyle Wiltjer,/players/w/wiltjky01.html,2017,2017,Gonzaga University,Wiltjer,Kyle,1627787,wiltjky01
Kennard Winchester,/players/w/winchke01.html,1991,1993,Averett University,Winchester,Kennard,78589,winchke01
David Wingate,/players/w/wingada01.html,1987,2001,Georgetown University,Wingate,David,766,wingada01
Dontonio Wingfield,/players/w/wingfdo01.html,1995,1998,University of Cincinnati,Wingfield,Dontonio,112,wingfdo01
Justise Winslow,/players/w/winslju01.html,2016,2017,Duke University,Winslow,Justise,1626159,winslju01
Rickie Winslow,/players/w/winslri01.html,1988,1988,University of Houston,Winslow,Rickie,1984,winslri01
Trevor Winter,/players/w/wintetr01.html,1999,1999,University of Minnesota,Winter,Trevor,1868,wintetr01
Brian Winters,/players/w/wintebr01.html,1975,1983,University of South Carolina,Winters,Brian,78600,wintebr01
Voise Winters,/players/w/wintevo01.html,1986,1986,Bradley University,Winters,Voise,78601,wintevo01
Willie Wise,/players/w/wisewi01.html,1970,1978,Drake University,Wise,Willie,78602,wisewi01
Jeff Withey,/players/w/witheje01.html,2014,2017,University of Kansas,Withey,Jeff,203481,witheje01
Randy Wittman,/players/w/wittmra01.html,1984,1992,Indiana University,Wittman,Randy,1456,wittmra01
Garry Witts,/players/w/wittsga01.html,1982,1982,College of the Holy Cross,Witts,Garry,78605,wittsga01
Dave Wohl,/players/w/wohlda01.html,1972,1978,University of Pennsylvania,Wohl,Dave,78606,wohlda01
Joe Wolf,/players/w/wolfjo01.html,1988,1999,University of North Carolina,Wolf,Joe,341,wolfjo01
Ruben Wolkowyski,/players/w/wolkoru01.html,2001,2003,,Wolkowyski,Ruben,2106,wolkoru01
Nate Wolters,/players/w/woltena01.html,2014,2015,South Dakota State University,Wolters,Nate,203489,woltena01
Al Wood,/players/w/woodal01.html,1982,1987,University of North Carolina,Wood,Al,78610,woodal01
Christian Wood,/players/w/woodch01.html,2016,2017,"University of Nevada, Las Vegas",Wood,Christian,1626174,woodch01
David Wood,/players/w/woodda01.html,1989,1997,"University of Nevada, Reno",Wood,David,116,woodda01
Howard Wood,/players/w/woodho01.html,1982,1982,University of Tennessee,Wood,Howard,78609,woodho01
Leon Wood,/players/w/woodle01.html,1985,1991,"California State University, Fullerton",Wood,Leon,78611,woodle01
Loren Woods,/players/w/woodslo01.html,2002,2008,University of Arizona,Woods,Loren,2254,woodslo01
Qyntel Woods,/players/w/woodsqy01.html,2003,2006,Northeast Mississippi Community College,Woods,Qyntel,2417,woodsqy01
Randy Woods,/players/w/woodsra01.html,1993,1996,La Salle University,Woods,Randy,1010,woodsra01
Mike Woodson,/players/w/woodsmi01.html,1981,1991,Indiana University,Woodson,Mike,78614,woodsmi01
